Geneid,X155L6_featureCounts,X195R2_featureCounts,X241L1_featureCounts,X242R4_featureCounts
ENSMUSG00000097130.2,0,0,0,0
ENSMUSG00000088579.3,0,0,0,0
ENSMUSG00000101661.2,0,0,0,0
ENSMUSG00000103055.2,0,0,0,0
ENSMUSG00000099964.7,0,0,0,0
ENSMUSG00000090323.3,6,4,8,6
ENSMUSG00000102403.2,0,0,0,0
ENSMUSG00000035131.15,0,8,0,3
ENSMUSG00000080078.3,2,17,7,10
ENSMUSG00000087627.3,12,12,27,14
ENSMUSG00000085822.3,0,0,0,0
ENSMUSG00000104269.2,0,0,0,0
ENSMUSG00000102134.2,0,0,0,0
ENSMUSG00000100380.2,0,0,0,0
ENSMUSG00000104331.2,0,0,0,0
ENSMUSG00000101973.2,0,0,0,0
ENSMUSG00000099629.2,0,0,0,0
ENSMUSG00000088582.3,0,0,0,0
ENSMUSG00000101208.2,0,0,0,0
ENSMUSG00000101735.2,0,0,0,0
ENSMUSG00000099842.2,0,0,0,0
ENSMUSG00000101074.2,0,0,0,0
ENSMUSG00000101564.2,2,0,0,0
ENSMUSG00000082588.2,14,12,16,8
ENSMUSG00000100917.2,4,0,0,0
ENSMUSG00000102074.2,0,0,0,0
ENSMUSG00000101457.2,0,0,0,0
ENSMUSG00000102314.2,0,0,0,0
ENSMUSG00000102309.2,1,0,0,0
ENSMUSG00000101011.8,4,0,4,0
ENSMUSG00000103724.3,0,0,0,0
ENSMUSG00000104036.2,0,0,0,0
ENSMUSG00000088167.4,0,0,2,0
ENSMUSG00002075595.1,0,0,0,0
ENSMUSG00000056220.15,2626,1821,1523,1665
ENSMUSG00002076362.1,0,6,2,3
ENSMUSG00000099701.2,0,2,0,0
ENSMUSG00002076752.1,0,0,0,0
ENSMUSG00000097028.3,5,12,4,10
ENSMUSG00000032487.9,3734,5236,2936,2939
ENSMUSG00000101199.2,0,5,0,5
ENSMUSG00000097754.3,13,3,8,0
ENSMUSG00000099875.2,586,436,438,518
ENSMUSG00000100690.2,3,0,2,2
ENSMUSG00000006007.15,12,5,0,0
ENSMUSG00000099447.2,2,1,1,1
ENSMUSG00000102990.2,0,0,0,0
ENSMUSG00000006010.15,4984,4392,3765,3799
ENSMUSG00000006005.19,21985,20654,17342,17201
ENSMUSG00000006014.18,259,295,205,260
ENSMUSG00000101519.2,0,0,0,0
ENSMUSG00000066842.19,835,978,1025,1031
ENSMUSG00000093650.3,32,7,13,15
ENSMUSG00000099622.2,6,2,4,2
ENSMUSG00000119402.1,0,0,0,0
ENSMUSG00000102628.2,16,4,0,2
ENSMUSG00000100595.2,0,2,0,2
ENSMUSG00000097426.2,5,3,3,4
ENSMUSG00000102095.2,14,10,2,19
ENSMUSG00000114212.2,2,0,0,0
ENSMUSG00000114943.2,0,0,2,0
ENSMUSG00000114694.3,4,0,0,0
ENSMUSG00000114582.3,10,0,0,0
ENSMUSG00000114591.3,0,2,0,2
ENSMUSG00002076687.1,2,3,1,0
ENSMUSG00000100954.7,123,173,102,102
ENSMUSG00000023150.15,10593,10091,7931,8576
ENSMUSG00000052748.15,6717,6641,5819,5980
ENSMUSG00000053286.12,3414,3210,2804,2806
ENSMUSG00000106406.3,27,38,27,46
ENSMUSG00000103928.2,720,648,564,707
ENSMUSG00000026484.14,10932,9937,8773,8910
ENSMUSG00000103238.2,894,851,894,905
ENSMUSG00000100981.2,0,2,4,0
ENSMUSG00000100551.2,8,0,4,6
ENSMUSG00000100357.2,6,0,2,10
ENSMUSG00000026483.14,11100,9161,6860,7360
ENSMUSG00000100594.3,114,169,96,87
ENSMUSG00000043019.13,16084,16658,13987,12745
ENSMUSG00000032666.17,26815,27881,22102,23165
ENSMUSG00000084557.4,23,20,28,16
ENSMUSG00000100685.2,0,0,0,2
ENSMUSG00000102090.2,10,3,9,12
ENSMUSG00000120556.1,43,69,62,73
ENSMUSG00000103744.2,0,0,0,0
ENSMUSG00000014980.15,476,440,345,392
ENSMUSG00000032649.15,171,103,137,119
ENSMUSG00000080878.2,8,5,4,1
ENSMUSG00000026482.14,16539,13139,9967,9690
ENSMUSG00000086145.2,12,2,8,2
ENSMUSG00000080950.2,94,101,48,77
ENSMUSG00000099868.2,5,2,9,0
ENSMUSG00000055547.5,12,6,6,8
ENSMUSG00000008475.14,13855,11945,9909,9476
ENSMUSG00000026480.13,1131,848,555,610
ENSMUSG00000042772.16,16852,15743,14278,14348
ENSMUSG00000100394.2,260,301,330,248
ENSMUSG00000103840.2,14,22,19,20
ENSMUSG00000100702.2,6,4,6,2
ENSMUSG00000042751.15,924,547,651,598
ENSMUSG00000099969.2,0,7,7,1
ENSMUSG00000026479.14,8059,6608,5476,4595
ENSMUSG00000026478.15,127593,99386,97873,88355
ENSMUSG00000103818.2,1014,895,674,601
ENSMUSG00000079138.4,663,659,565,549
ENSMUSG00000073538.12,1199,1276,288,1052
ENSMUSG00000042708.13,75,77,49,62
ENSMUSG00000064435.3,6,0,0,0
ENSMUSG00000103543.2,26,12,10,5
ENSMUSG00000042699.12,16716,15031,13275,12842
ENSMUSG00000042684.9,2200,1562,941,1943
ENSMUSG00000099858.2,514,522,316,431
ENSMUSG00000042671.13,120,84,43,44
ENSMUSG00000100945.2,0,0,0,0
ENSMUSG00000102404.2,2,0,2,0
ENSMUSG00000100334.2,16,17,12,17
ENSMUSG00000026475.8,1453,1589,1023,990
ENSMUSG00000099568.2,19,27,16,8
ENSMUSG00000066800.12,1824,1527,1084,1280
ENSMUSG00000100183.2,61,85,94,78
ENSMUSG00000042641.20,76,81,52,53
ENSMUSG00000045968.8,78,48,26,48
ENSMUSG00000043282.4,41,24,23,24
ENSMUSG00000102459.2,29,40,20,26
ENSMUSG00000047053.6,26,9,5,17
ENSMUSG00000099227.3,2,1,0,0
ENSMUSG00000026473.17,32497,21244,14545,19011
ENSMUSG00000100014.2,2,4,0,6
ENSMUSG00000101903.2,14,33,7,18
ENSMUSG00000100502.2,97,152,89,115
ENSMUSG00000100627.8,97,191,78,182
ENSMUSG00000088669.4,0,0,2,4
ENSMUSG00000066797.7,1,0,6,0
ENSMUSG00000099933.2,0,0,2,4
ENSMUSG00000100221.7,0,2,0,0
ENSMUSG00002076439.1,0,0,0,0
ENSMUSG00000100031.2,0,0,0,0
ENSMUSG00000004110.19,153,87,111,95
ENSMUSG00000101880.2,6,11,2,5
ENSMUSG00000101433.2,0,1,0,0
ENSMUSG00000120457.1,6,0,3,5
ENSMUSG00000096950.3,104,82,47,85
ENSMUSG00000120197.1,4,6,4,14
ENSMUSG00000056708.6,3042,2123,1891,1924
ENSMUSG00000026471.15,719,421,324,260
ENSMUSG00000026470.15,5007,3965,4069,3934
ENSMUSG00000104181.2,109,87,43,67
ENSMUSG00000033722.10,1936,1655,1759,1834
ENSMUSG00000103670.2,28,17,26,11
ENSMUSG00000120842.1,58,47,44,70
ENSMUSG00000026469.15,11848,9407,8969,8908
ENSMUSG00002076398.1,6,3,6,0
ENSMUSG00000073535.7,109,65,29,96
ENSMUSG00000033701.14,1499,1643,1377,1328
ENSMUSG00000026468.15,0,10,10,10
ENSMUSG00000103180.2,0,1,0,2
ENSMUSG00000033684.15,11633,10157,7989,8721
ENSMUSG00000102299.2,22,23,13,20
ENSMUSG00000102558.2,96,91,72,59
ENSMUSG00000033671.19,40960,39243,35036,36714
ENSMUSG00000103717.2,41,30,45,42
ENSMUSG00000103771.2,11,17,16,14
ENSMUSG00000102837.2,48,36,52,76
ENSMUSG00000077419.4,16,15,12,7
ENSMUSG00000102833.2,24,20,6,6
ENSMUSG00000026466.17,17139,15111,13721,12271
ENSMUSG00000102964.2,812,867,668,712
ENSMUSG00000050565.17,70249,63975,54746,53734
ENSMUSG00000015484.4,145,125,100,91
ENSMUSG00000120654.1,0,0,0,2
ENSMUSG00000102932.2,0,0,0,0
ENSMUSG00000060985.16,99,68,62,86
ENSMUSG00000102372.2,4,6,0,2
ENSMUSG00000103705.2,0,0,0,0
ENSMUSG00000026602.10,8,5,7,0
ENSMUSG00000026601.16,59,72,63,90
ENSMUSG00000078193.3,2732,2484,2188,2516
ENSMUSG00000026600.13,22647,21342,17735,17043
ENSMUSG00000103199.2,424,460,419,407
ENSMUSG00000101523.3,6943,6216,5443,5339
ENSMUSG00000026596.14,14160,12447,11091,11802
ENSMUSG00000104293.2,567,511,463,479
ENSMUSG00000060519.12,2682,2332,2192,2017
ENSMUSG00000033557.18,9403,8907,7453,7920
ENSMUSG00000102961.2,0,0,0,0
ENSMUSG00000046057.5,2,4,8,8
ENSMUSG00000026594.15,6792,6652,5110,5558
ENSMUSG00000121840.1,115,110,93,81
ENSMUSG00000101964.3,0,0,0,0
ENSMUSG00000033544.7,259,253,288,241
ENSMUSG00000103303.2,234,254,268,226
ENSMUSG00000102960.2,136,133,110,169
ENSMUSG00000101905.2,4,14,27,35
ENSMUSG00000101768.2,4,16,0,10
ENSMUSG00000103325.2,4,14,17,12
ENSMUSG00000026592.14,12,19,26,13
ENSMUSG00000109913.2,15,31,26,14
ENSMUSG00000070565.12,3343,3243,3086,2939
ENSMUSG00000102326.2,84,126,93,86
ENSMUSG00000102391.2,65,46,58,50
ENSMUSG00000087632.2,48,41,32,55
ENSMUSG00000103808.2,165,168,137,182
ENSMUSG00000121798.1,270,185,265,225
ENSMUSG00000049881.16,0,0,0,0
ENSMUSG00000033488.12,559,442,412,402
ENSMUSG00000087093.3,17,13,20,7
ENSMUSG00000026589.15,302,206,62,254
ENSMUSG00000103021.2,0,0,0,0
ENSMUSG00000103501.2,0,0,0,0
ENSMUSG00000102245.2,0,0,0,0
ENSMUSG00000103962.2,0,0,0,0
ENSMUSG00000102789.2,0,0,0,0
ENSMUSG00000004031.14,14,8,4,4
ENSMUSG00000026587.16,274,328,235,222
ENSMUSG00000103762.2,0,0,0,0
ENSMUSG00000103971.2,0,8,0,2
ENSMUSG00000070103.4,0,2,1,0
ENSMUSG00000102508.2,0,6,6,4
ENSMUSG00000102618.2,0,0,4,2
ENSMUSG00000073530.12,390397,493624,348932,343459
ENSMUSG00000047661.10,463828,714471,433331,496191
ENSMUSG00000104014.2,133,245,179,146
ENSMUSG00000061992.3,7,4,9,10
ENSMUSG00000104169.2,3,2,0,4
ENSMUSG00000040782.13,2828,2805,2253,2285
ENSMUSG00000103572.2,338,238,271,251
ENSMUSG00000103186.2,121,113,85,107
ENSMUSG00002074853.1,12,9,9,13
ENSMUSG00000105399.3,1,2,1,1
ENSMUSG00000103289.2,0,0,0,0
ENSMUSG00000103389.2,0,0,0,0
ENSMUSG00000015829.14,134,48,37,32
ENSMUSG00000103225.2,0,0,0,4
ENSMUSG00000073528.8,1,0,0,0
ENSMUSG00000103719.2,0,0,0,0
ENSMUSG00000088145.3,0,0,1,0
ENSMUSG00000104111.2,13,2,3,2
ENSMUSG00000090394.9,1373,1211,776,997
ENSMUSG00000026729.10,15,7,16,12
ENSMUSG00000026725.18,22,32,14,12
ENSMUSG00000058267.14,1066,1176,831,833
ENSMUSG00000014226.11,2766,3192,2485,2661
ENSMUSG00000103006.2,40,14,28,16
ENSMUSG00000026721.17,7862,7675,5930,7493
ENSMUSG00000104302.2,82,134,75,67
ENSMUSG00000089204.3,28,22,27,10
ENSMUSG00000103522.2,84,110,79,88
ENSMUSG00000103693.2,362,517,366,564
ENSMUSG00000104026.2,463,464,484,461
ENSMUSG00000118401.2,255,273,251,259
ENSMUSG00000104020.2,137,180,194,174
ENSMUSG00000103391.2,380,427,368,353
ENSMUSG00000103432.2,544,574,598,594
ENSMUSG00000077759.3,10,4,6,8
ENSMUSG00000102172.2,69,98,50,90
ENSMUSG00000103200.2,67,62,69,72
ENSMUSG00000103632.2,133,132,91,124
ENSMUSG00000104053.2,474,466,464,474
ENSMUSG00000102852.2,87,44,52,62
ENSMUSG00000103631.2,0,0,0,0
ENSMUSG00000077648.3,0,0,0,0
ENSMUSG00000057499.4,2,8,4,4
ENSMUSG00000040423.12,27107,26156,22264,23299
ENSMUSG00000103343.2,463,489,376,459
ENSMUSG00000103846.2,204,138,149,224
ENSMUSG00000103739.2,755,788,759,690
ENSMUSG00000026715.13,202,166,138,200
ENSMUSG00000103222.2,35,13,19,36
ENSMUSG00000103680.2,19,36,29,13
ENSMUSG00000043467.20,9629,9473,8239,8217
ENSMUSG00000104016.2,148,185,135,111
ENSMUSG00000053332.15,1167,1111,934,950
ENSMUSG00000064440.3,0,0,0,0
ENSMUSG00000080463.3,0,0,0,0
ENSMUSG00000064816.3,0,0,0,0
ENSMUSG00000084667.3,56,39,30,50
ENSMUSG00000077220.3,178,156,88,143
ENSMUSG00000065160.3,0,0,0,0
ENSMUSG00000065735.3,0,0,0,0
ENSMUSG00002075950.1,0,0,0,0
ENSMUSG00000064968.3,0,0,0,0
ENSMUSG00000065228.3,1,0,8,1
ENSMUSG00000026709.11,1220,1045,949,871
ENSMUSG00000102864.2,0,0,0,0
ENSMUSG00000026708.17,339,296,207,223
ENSMUSG00000026705.17,3639,3291,3235,2766
ENSMUSG00000044835.16,103,150,200,276
ENSMUSG00000049160.16,0,26,7,10
ENSMUSG00000102817.4,2,5,3,2
ENSMUSG00000121369.1,13,11,8,5
ENSMUSG00000026701.16,10530,6436,5710,5384
ENSMUSG00000104163.2,2,2,1,0
ENSMUSG00000026700.5,32,26,31,36
ENSMUSG00000066755.3,67,59,82,75
ENSMUSG00002076072.1,5,4,4,1
ENSMUSG00000102860.2,5,4,1,5
ENSMUSG00000040323.14,3389,2835,2251,2525
ENSMUSG00000102399.2,27,26,32,26
ENSMUSG00000000817.11,95,35,10,14
ENSMUSG00000103625.2,78,64,46,40
ENSMUSG00000040297.13,18053,17060,14824,13113
ENSMUSG00000102254.2,402,393,371,300
ENSMUSG00000120750.1,0,4,3,2
ENSMUSG00000103158.6,11,0,8,5
ENSMUSG00000086277.3,7,20,12,15
ENSMUSG00000026698.9,1926,1763,1613,1615
ENSMUSG00000103393.2,29,45,22,24
ENSMUSG00000040265.17,626,448,270,453
ENSMUSG00000090260.2,25,37,67,43
ENSMUSG00000102994.2,22,46,26,28
ENSMUSG00000078190.8,2040,1368,1062,1056
ENSMUSG00000070126.3,0,0,0,0
ENSMUSG00000065516.3,0,0,0,0
ENSMUSG00000089933.2,1,2,6,11
ENSMUSG00000066752.5,0,2,0,4
ENSMUSG00000026694.20,825,856,750,808
ENSMUSG00000026696.16,2749,2511,2165,2000
ENSMUSG00000091743.3,2,6,2,5
ENSMUSG00000026697.11,7,5,20,8
ENSMUSG00000091060.3,9,0,2,6
ENSMUSG00000040225.16,42682,38667,34062,35891
ENSMUSG00000098259.3,27,25,18,26
ENSMUSG00000026692.13,183,105,22,187
ENSMUSG00000040181.15,3683,3350,2584,3397
ENSMUSG00000040170.14,1624,640,533,712
ENSMUSG00000095576.6,2,2,0,1
ENSMUSG00000026691.11,14,10,14,7
ENSMUSG00000103288.2,0,0,0,0
ENSMUSG00000071890.5,0,0,0,2
ENSMUSG00000077608.3,0,0,0,0
ENSMUSG00000103102.2,0,0,0,0
ENSMUSG00000089174.3,0,0,0,0
ENSMUSG00000026586.17,6123,4094,2879,1957
ENSMUSG00000092188.2,79,57,41,25
ENSMUSG00000103195.2,221,205,142,103
ENSMUSG00000040124.6,1235,1217,969,948
ENSMUSG00000088951.4,20,14,17,10
ENSMUSG00000101869.2,0,0,2,0
ENSMUSG00000102117.2,8,2,2,8
ENSMUSG00000040113.15,0,0,0,0
ENSMUSG00000089700.2,0,0,0,0
ENSMUSG00000026585.14,4454,3926,3540,2950
ENSMUSG00000026584.15,3273,3248,2497,3027
ENSMUSG00000041406.15,528,596,673,653
ENSMUSG00000041396.14,375,277,312,268
ENSMUSG00000120445.1,29,51,33,48
ENSMUSG00000103960.2,2,12,2,3
ENSMUSG00000026582.8,4083,3596,2172,2129
ENSMUSG00000026581.15,127,180,152,161
ENSMUSG00000026580.17,309,163,140,219
ENSMUSG00000090081.2,2,0,0,6
ENSMUSG00000086593.3,0,0,0,2
ENSMUSG00000026579.9,346,182,160,111
ENSMUSG00000089790.2,0,0,0,0
ENSMUSG00000040918.13,5106,5692,4755,5892
ENSMUSG00000026578.7,444,433,399,396
ENSMUSG00000026577.14,4859,5797,4215,3842
ENSMUSG00000026575.16,1278,1297,1147,1095
ENSMUSG00000103493.2,101,100,96,69
ENSMUSG00000026576.13,8725,10268,7567,9083
ENSMUSG00000104011.3,319,307,284,352
ENSMUSG00000103226.2,0,0,1,0
ENSMUSG00000097281.3,4,24,2,1
ENSMUSG00000102389.2,9,8,3,12
ENSMUSG00000103383.3,4,2,0,0
ENSMUSG00000102897.2,0,0,0,1
ENSMUSG00000102761.2,3,2,17,15
ENSMUSG00000102163.2,5,0,0,2
ENSMUSG00000026574.6,424,182,22,30
ENSMUSG00000103659.2,1,1,1,0
ENSMUSG00000120413.1,8,1,4,0
ENSMUSG00000104117.6,4,2,2,1
ENSMUSG00000103320.2,1,8,4,0
ENSMUSG00000026573.8,0,3,0,3
ENSMUSG00000101189.2,0,0,0,0
ENSMUSG00002075650.1,0,0,0,0
ENSMUSG00000102408.2,0,0,0,8
ENSMUSG00000026572.12,0,0,0,0
ENSMUSG00000089967.2,0,1,0,0
ENSMUSG00000040848.12,6200,4764,4228,4875
ENSMUSG00000040843.11,2574,2429,2036,1998
ENSMUSG00000102302.2,945,846,717,800
ENSMUSG00000040836.16,1419,926,725,768
ENSMUSG00000026571.13,5559,4675,4516,4400
ENSMUSG00000104427.2,216,162,251,189
ENSMUSG00000089299.3,14,5,18,19
ENSMUSG00000102401.2,355,433,320,423
ENSMUSG00000026568.7,1506,1552,1225,1228
ENSMUSG00000103763.2,113,86,76,69
ENSMUSG00000026567.17,120,133,80,101
ENSMUSG00000103059.2,0,0,0,0
ENSMUSG00000103583.2,0,1,0,0
ENSMUSG00002076323.1,0,0,0,0
ENSMUSG00002074951.1,2,13,5,10
ENSMUSG00000104474.2,32,29,18,12
ENSMUSG00000026566.16,14462,14746,12946,13516
ENSMUSG00000103098.2,68,63,111,117
ENSMUSG00000104517.2,21,28,35,18
ENSMUSG00000040723.15,3359,4573,2914,3446
ENSMUSG00002075583.1,35,18,26,21
ENSMUSG00000103686.2,8,7,0,2
ENSMUSG00000103242.2,0,2,0,6
ENSMUSG00000040713.13,237735,327230,213569,207755
ENSMUSG00000104306.2,141,189,124,109
ENSMUSG00000089829.3,77,144,58,47
ENSMUSG00002076221.1,2,6,2,2
ENSMUSG00000005763.16,55,18,33,40
ENSMUSG00000118799.1,1,0,0,0
ENSMUSG00000102363.2,3,13,4,4
ENSMUSG00000103768.2,6,2,12,4
ENSMUSG00000102154.2,10,6,3,10
ENSMUSG00000026565.19,4026,3635,3372,3480
ENSMUSG00000099008.2,33,22,43,25
ENSMUSG00000097196.3,0,7,0,0
ENSMUSG00000102890.2,1,0,0,0
ENSMUSG00000120395.1,13,18,6,13
ENSMUSG00000102484.2,0,1,0,0
ENSMUSG00000026564.10,32,16,36,30
ENSMUSG00000000544.15,26,35,48,26
ENSMUSG00000040629.9,39,0,0,0
ENSMUSG00000040612.14,2458,867,659,525
ENSMUSG00000091393.2,26,6,11,4
ENSMUSG00000120355.1,0,0,0,0
ENSMUSG00000103400.3,155,99,94,49
ENSMUSG00000026563.14,1206,884,893,870
ENSMUSG00000040596.16,4550,3844,3262,3450
ENSMUSG00000084093.2,23,32,24,17
ENSMUSG00000104194.2,0,0,0,0
ENSMUSG00000086056.2,0,1,0,0
ENSMUSG00002076371.1,0,0,0,0
ENSMUSG00000051081.8,0,0,0,0
ENSMUSG00000026560.14,0,0,0,0
ENSMUSG00000085841.2,2,2,2,0
ENSMUSG00000103073.2,3,7,14,0
ENSMUSG00000086925.2,10,28,0,14
ENSMUSG00000102548.2,67,75,43,34
ENSMUSG00000097823.3,380,401,382,384
ENSMUSG00000060568.15,5846,6530,5397,5199
ENSMUSG00000102870.2,0,0,0,2
ENSMUSG00000103333.2,0,0,0,0
ENSMUSG00000026558.14,4229,2932,2889,2419
ENSMUSG00000103139.2,76,49,47,47
ENSMUSG00000102909.2,4,0,2,0
ENSMUSG00000098379.3,0,0,0,0
ENSMUSG00000102337.2,0,6,0,0
ENSMUSG00000121275.1,68,54,51,57
ENSMUSG00000052428.11,6954,6498,5423,5591
ENSMUSG00002075501.1,28,36,26,46
ENSMUSG00000119799.1,0,0,0,1
ENSMUSG00000026687.15,6388,4490,3956,3856
ENSMUSG00000026688.6,2906,2641,1902,2264
ENSMUSG00000040485.6,8,0,0,6
ENSMUSG00000015843.11,6,4,0,0
ENSMUSG00000026686.15,2,6,11,6
ENSMUSG00000093538.3,0,3,4,0
ENSMUSG00000052534.16,17441,7830,6463,5520
ENSMUSG00000103780.2,1085,559,349,311
ENSMUSG00000102594.2,1612,760,560,585
ENSMUSG00000098407.3,0,0,0,0
ENSMUSG00000103463.2,0,0,0,0
ENSMUSG00000098829.3,0,0,0,0
ENSMUSG00000103530.2,0,0,0,0
ENSMUSG00000058622.2,0,0,0,0
ENSMUSG00000026683.15,109,103,108,86
ENSMUSG00000103526.2,0,2,0,0
ENSMUSG00000103267.2,0,0,0,2
ENSMUSG00000026678.11,16224,17417,16011,12044
ENSMUSG00000038530.12,438,566,560,593
ENSMUSG00000119314.1,0,0,0,0
ENSMUSG00000103110.2,0,0,0,0
ENSMUSG00000070532.6,1,2,2,0
ENSMUSG00000089990.2,2,0,0,1
ENSMUSG00000026675.13,6078,5367,6864,4236
ENSMUSG00000097503.4,161,101,110,108
ENSMUSG00000026674.10,6395,4530,3203,2634
ENSMUSG00000026670.16,5379,5712,4145,4059
ENSMUSG00000104266.2,4,14,21,5
ENSMUSG00000103908.2,2,2,2,1
ENSMUSG00000026667.15,20426,17767,16060,15052
ENSMUSG00000044306.5,10,10,7,15
ENSMUSG00000073494.6,774,230,106,91
ENSMUSG00000121407.1,49,53,45,21
ENSMUSG00000096964.3,0,0,0,0
ENSMUSG00000102418.2,122,85,49,48
ENSMUSG00000102752.2,4980,3631,4080,4389
ENSMUSG00000038473.15,2928,2115,2539,2479
ENSMUSG00000042800.6,115,86,73,89
ENSMUSG00000102193.2,0,2,2,4
ENSMUSG00000038463.9,521,408,472,582
ENSMUSG00000026663.7,17210,18939,14247,13918
ENSMUSG00000119556.1,26,25,13,14
ENSMUSG00000119049.1,44,39,26,27
ENSMUSG00000053925.6,163,209,141,111
ENSMUSG00000026659.14,158,154,157,133
ENSMUSG00000096968.2,2,8,8,1
ENSMUSG00000070524.2,0,15,11,8
ENSMUSG00000038421.14,2,12,3,0
ENSMUSG00000089838.2,1136,844,888,836
ENSMUSG00000104386.2,0,0,0,0
ENSMUSG00000026656.16,247,225,130,112
ENSMUSG00000103676.2,0,0,0,0
ENSMUSG00000104340.3,0,0,0,0
ENSMUSG00000059089.5,133,84,112,160
ENSMUSG00000065905.3,0,0,0,0
ENSMUSG00000059498.14,1191,1053,454,1054
ENSMUSG00000118979.1,8,2,0,4
ENSMUSG00002076366.1,0,0,0,0
ENSMUSG00002075095.1,0,0,0,0
ENSMUSG00000026649.15,135,104,121,149
ENSMUSG00000058076.13,4988,4739,3798,3838
ENSMUSG00000056569.12,3,9,2,15
ENSMUSG00000038370.7,556,375,257,363
ENSMUSG00000005677.15,2,5,3,0
ENSMUSG00000005674.10,239,226,241,234
ENSMUSG00000005681.13,2716,2198,239,2425
ENSMUSG00000058715.12,1320,930,649,453
ENSMUSG00000013593.13,6891,6070,5167,5324
ENSMUSG00000006403.14,4819,4932,4409,2902
ENSMUSG00000052423.16,4197,4183,3677,3459
ENSMUSG00000062729.13,975,827,747,650
ENSMUSG00000119941.1,13,10,4,16
ENSMUSG00000053483.16,1826,1651,1372,1422
ENSMUSG00000062963.11,2403,2203,1696,1732
ENSMUSG00000079137.4,35,38,26,42
ENSMUSG00000087747.3,3,6,1,0
ENSMUSG00000103983.2,803,872,633,706
ENSMUSG00000013973.13,413,415,317,300
ENSMUSG00000013997.11,2761,2655,2142,2233
ENSMUSG00000006412.11,842,792,647,583
ENSMUSG00000102929.2,94,95,65,61
ENSMUSG00000045259.5,29,24,22,25
ENSMUSG00000103727.2,12,1,2,8
ENSMUSG00000006411.13,58,74,23,58
ENSMUSG00000048865.17,530,412,348,370
ENSMUSG00000026641.14,2534,2359,1965,1959
ENSMUSG00000103711.2,36,39,12,52
