"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"IFI16",0.976951844957546,-0.300967011840665,0.409,0.396,1,"IFI16"
"UBXN1",2.78369320133801e-05,-0.301045936785336,0.432,0.514,0.535359876481326,"UBXN1"
"MT-ND1",9.34194653644171e-18,-0.302049289572838,0.956,0.939,1.79664315788847e-13,"MT-ND1"
"TIMM8B",0.000671736365168188,-0.30277148424021,0.266,0.33,1,"TIMM8B"
"GNB2",0.000506996937201451,-0.30344206182146,0.369,0.433,1,"GNB2"
"EIF2S2",0.000117315675884433,-0.303932981574586,0.367,0.442,1,"EIF2S2"
"RPS27",1.79960451230845e-17,-0.306387353459479,0.999,0.997,3.46099939807162e-13,"RPS27"
"ADRM1",0.00130219301505629,-0.306474623553064,0.279,0.342,1,"ADRM1"
"MRPL52",2.68459883448539e-05,-0.308808875998092,0.24,0.321,0.51630204784823,"MRPL52"
"NDUFA1",1.07712418889708e-06,-0.309480481189156,0.468,0.565,0.0207152524008686,"NDUFA1"
"RBPJ",0.0392483494710879,-0.315837079661208,0.317,0.36,1,"RBPJ"
"DNAJC7",0.000268085870145434,-0.316630834977908,0.21,0.278,1,"DNAJC7"
"MYL12B",0.00159782317597581,-0.316860100425166,0.79,0.793,1,"MYL12B"
"CAV2",5.66483359434018e-06,-0.31796871280586,0.294,0.205,0.10894607968635,"CAV2"
"ENO1",6.17927161017811e-07,-0.31832027326925,0.594,0.643,0.0118839751606945,"ENO1"
"DNAJC15",0.000155239567739349,-0.318542652041759,0.29,0.361,1,"DNAJC15"
"ARHGDIA",0.00108211915667375,-0.320819697352555,0.359,0.421,1,"ARHGDIA"
"XBP1",0.000279288235284498,-0.322974458046831,0.468,0.544,1,"XBP1"
"CSNK2B",4.52430374501182e-05,-0.324156677740404,0.322,0.402,0.870114096240672,"CSNK2B"
"DYNLT1",0.000365203855640983,-0.325316820410539,0.312,0.382,1,"DYNLT1"
"MT1M",5.42766237689949e-22,-0.33060894268242,0.349,0.19,1.04384802832531e-17,"MT1M"
"ATP1A1",0.0012210323501618,-0.331662425081983,0.331,0.387,1,"ATP1A1"
"GRINA",0.000293127691839984,-0.332598250578912,0.251,0.316,1,"GRINA"
"RPL39",4.03569435570333e-15,-0.333723299216841,0.986,0.981,7.76144738488864e-11,"RPL39"
"MRPL18",0.000765115227519003,-0.333901053069145,0.252,0.313,1,"MRPL18"
"CDC37",0.000839608448869187,-0.334555666928755,0.329,0.39,1,"CDC37"
"RPS10",2.22853868958353e-08,-0.336696072752011,0.748,0.802,0.000428592560780705,"RPS10"
"AURKAIP1",3.28635908447486e-05,-0.339646684787051,0.366,0.449,0.632032579126205,"AURKAIP1"
"XIST",2.59977566368024e-07,-0.340232548517702,0.241,0.344,0.00499988855638983,"XIST"
"DRAM2",0.000365207446232865,-0.340995169785933,0.221,0.285,1,"DRAM2"
"DYNLRB1",0.000598107619084284,-0.341554806136163,0.376,0.443,1,"DYNLRB1"
"RPL23",2.19589168857354e-17,-0.341854744975943,0.918,0.922,4.22313889546464e-13,"RPL23"
"PGLS",0.00140547973712076,-0.341969240210242,0.296,0.355,1,"PGLS"
"NDUFB8",6.78341977895154e-06,-0.342778219611171,0.418,0.503,0.130458729188796,"NDUFB8"
"MT-CO2",4.48534258752887e-39,-0.343014414592957,0.998,0.992,8.62621086433552e-35,"MT-CO2"
"NDUFB2",3.92222048735496e-08,-0.345701648066085,0.528,0.609,0.000754321444128105,"NDUFB2"
"COX7C",1.26119337686469e-17,-0.346606111773357,0.797,0.837,2.42552710238618e-13,"COX7C"
"VPS35",4.23066661320908e-05,-0.347391143060838,0.197,0.271,0.813641803052371,"VPS35"
"GPBP1",0.0636112238719211,-0.349320730176688,0.352,0.381,1,"GPBP1"
"TMED5",2.10091128080663e-05,-0.350037958550755,0.181,0.253,0.404047257524732,"TMED5"
"LGALS3",0.00181784711784463,-0.352364558737245,0.678,0.541,1,"LGALS3"
"TRAPPC3",5.99503047388723e-06,-0.35281147948846,0.178,0.258,0.115296426073799,"TRAPPC3"
"ATPIF1",1.57132850961162e-05,-0.355836274452077,0.365,0.456,0.302197898968507,"ATPIF1"
"SUMO3",1.45283722600833e-05,-0.356654372302768,0.299,0.382,0.279409655305922,"SUMO3"
"ANXA11",0.000133371178577208,-0.356708919310396,0.338,0.406,1,"ANXA11"
"MTIF3",3.50514712159605e-05,-0.357084684123568,0.181,0.254,0.674109894425353,"MTIF3"
"PSMA4",9.15492502782621e-08,-0.358155184614262,0.475,0.566,0.00176067518135154,"PSMA4"
"RBM3",7.24439150019854e-08,-0.359616793465735,0.649,0.7,0.00139324137331818,"RBM3"
"PGK1",3.63184727069189e-07,-0.365156208611077,0.471,0.553,0.00698476867099464,"PGK1"
"COX14",1.04537640858468e-05,-0.372856729960637,0.287,0.374,0.201046790899006,"COX14"
"DDIT4",0.978173493402005,-0.375462538394852,0.458,0.435,1,"DDIT4"
"CACYBP",0.00181464021394217,-0.376325619470368,0.266,0.323,1,"CACYBP"
"UBE2D3",7.79250811914105e-09,-0.378515579071419,0.674,0.721,0.000149865516147321,"UBE2D3"
"MTPN",1.69085029602429e-05,-0.378896188510593,0.251,0.326,0.325184328931392,"MTPN"
"TXNDC12",1.41089088839348e-05,-0.378934795030236,0.178,0.253,0.271342535655835,"TXNDC12"
"PSMA7",1.79666504945776e-09,-0.3790353130015,0.687,0.718,3.45534622311717e-05,"PSMA7"
"SSU72",5.54408182818591e-06,-0.381867221314649,0.306,0.395,0.106623781719671,"SSU72"
"LSM4",2.14020139514046e-06,-0.382166223211672,0.221,0.308,0.0411603532313413,"LSM4"
"RPS19",1.13042933569577e-34,-0.382228598156138,0.995,0.99,2.1740416984101e-30,"RPS19"
"JTB",8.94014103024633e-07,-0.38309262982371,0.389,0.486,0.0171936792293698,"JTB"
"FLOT1",0.00032040889846794,-0.383442544685733,0.212,0.275,1,"FLOT1"
"BAG1",8.59534014619928e-05,-0.385157934091303,0.23,0.302,1,"BAG1"
"VPS29",3.81430904227901e-07,-0.387504291373619,0.4,0.484,0.00733567915011099,"VPS29"
"LY6E",0.605236260785291,-0.39059153778214,0.491,0.448,1,"LY6E"
"AES",0.0520364732053685,-0.391118753481389,0.26,0.29,1,"AES"
"UQCRH",3.81295734254889e-10,-0.391394224044024,0.609,0.671,7.33307956119003e-06,"UQCRH"
"DNAJB1",4.42434289767814e-07,-0.393648002400582,0.584,0.673,0.00850889626081461,"DNAJB1"
"UBA52",3.70284342995754e-26,-0.395100556649884,0.96,0.949,7.12130848449435e-22,"UBA52"
"PSME1",2.59554708733477e-07,-0.396017885724672,0.489,0.57,0.00499175615836223,"PSME1"
"TGIF1",0.000228995703996157,-0.398845931826686,0.259,0.327,1,"TGIF1"
"ANKRD12",0.00122460237443893,-0.400878783672645,0.265,0.324,1,"ANKRD12"
"AK1",5.89239463162362e-06,-0.403285047181499,0.286,0.195,0.113322533555385,"AK1"
"CYB5A",9.88454277350228e-11,-0.411374148385456,0.591,0.433,1.90099526619996e-06,"CYB5A"
"ATP5J2",7.43816650148373e-08,-0.411776770297683,0.515,0.579,0.00143050818156535,"ATP5J2"
"TMEM219",8.17768461231428e-08,-0.413742517374357,0.325,0.43,0.00157273230464028,"TMEM219"
"HMGB2",0.4871214823787,-0.415298459878015,0.416,0.416,1,"HMGB2"
"NDUFB1",1.43111607691483e-10,-0.415726317438803,0.453,0.565,2.75232243912261e-06,"NDUFB1"
"PLD3",0.00981098747131307,-0.419256737941884,0.395,0.421,1,"PLD3"
"ENY2",5.05228182613703e-09,-0.421063015833102,0.426,0.535,9.71654840802673e-05,"ENY2"
"ICAM1",0.00354420547985355,-0.421972803732543,0.276,0.319,1,"ICAM1"
"TGOLN2",1.38226868253311e-05,-0.424790144853427,0.239,0.316,0.265837913024768,"TGOLN2"
"ATP5G2",2.92897105998953e-16,-0.42681204796121,0.735,0.782,5.63299714257187e-12,"ATP5G2"
"EIF4E",0.000210235357299783,-0.429299942786914,0.247,0.317,1,"EIF4E"
"IER3",0.000152114942616639,-0.429421365152611,0.323,0.387,1,"IER3"
"YBX1",5.95599299791225e-20,-0.431105150401073,0.856,0.866,1.14545657335848e-15,"YBX1"
"UQCR11",2.11233812671442e-15,-0.431958965017351,0.612,0.714,4.06244868529717e-11,"UQCR11"
"SCAND1",1.51139320000661e-07,-0.43567932938622,0.346,0.447,0.00290671140225272,"SCAND1"
"CEBPB",0.000726752408813547,-0.442520567341249,0.623,0.646,1,"CEBPB"
"ZNF706",1.25920606799092e-07,-0.442606193639843,0.345,0.435,0.00242170510996014,"ZNF706"
"DUSP1",2.94699375666781e-23,-0.443922985328062,0.893,0.931,5.66765839282353e-19,"DUSP1"
"MT-ND3",1.21829433035315e-34,-0.444745989138976,0.943,0.954,2.34302365613517e-30,"MT-ND3"
"ATP5L",2.80368800259401e-24,-0.445494125552529,0.79,0.837,5.39205276658881e-20,"ATP5L"
"UBE2L3",5.67851357161132e-07,-0.446173249074404,0.329,0.421,0.0109209173009229,"UBE2L3"
"EIF4A3",0.0145225776296071,-0.447824405515645,0.293,0.333,1,"EIF4A3"
"BCAS2",0.00292072175472809,-0.451945579161197,0.26,0.313,1,"BCAS2"
"SOD2",0.131376459781339,-0.452622136549303,0.547,0.556,1,"SOD2"
"MBNL1",4.45843602719518e-06,-0.452993988724893,0.28,0.362,0.0857446416750177,"MBNL1"
"SERPINB6",0.000344786788812907,-0.455933717445102,0.311,0.379,1,"SERPINB6"
"COX7A2",2.92753973537773e-19,-0.456681274308526,0.689,0.771,5.63024441907845e-15,"COX7A2"
"SUB1",2.43414927086899e-14,-0.45686707294838,0.59,0.719,4.68135587773525e-10,"SUB1"
"PSME2",2.66553068488795e-05,-0.459430475376878,0.349,0.419,0.51263486131765,"PSME2"
"RNF13",5.11967358824964e-07,-0.462447262027537,0.317,0.407,0.00984615624492171,"RNF13"
"PFDN5",1.37268006488763e-27,-0.462550959228416,0.894,0.911,2.63993830079188e-23,"PFDN5"
"TAX1BP1",5.80167353435522e-10,-0.463760173521643,0.412,0.523,1.1157778541272e-05,"TAX1BP1"
"PAK2",0.000117243333529878,-0.466002620902726,0.19,0.252,1,"PAK2"
"SF3B5",1.30398801066093e-09,-0.466906756377154,0.411,0.517,2.50782974210311e-05,"SF3B5"
"METTL9",0.000497277528622433,-0.467551111443691,0.198,0.254,1,"METTL9"
"CD14",0.00809899998947153,-0.468626217324258,0.385,0.42,1,"CD14"
"CHCHD5",8.4239260318403e-07,-0.472512328291731,0.172,0.255,0.0162008945444353,"CHCHD5"
"YWHAB",6.77125902598265e-12,-0.475542778154683,0.509,0.617,1.30224853587698e-07,"YWHAB"
"EIF5",3.84943275598699e-10,-0.477308852539202,0.485,0.579,7.40322907631418e-06,"EIF5"
"SP100",0.000438957912003413,-0.479380985913085,0.237,0.294,1,"SP100"
"ATP2B1",0.00291069076091872,-0.479886449307214,0.246,0.294,1,"ATP2B1"
"GUK1",8.12944771396029e-07,-0.480650655248219,0.574,0.645,0.0156345538434884,"GUK1"
"NAA38",9.09667193590065e-08,-0.482265127904981,0.287,0.385,0.00174947194671241,"NAA38"
"COX6B1",2.88628341007002e-20,-0.48531994715898,0.647,0.74,5.55090025424666e-16,"COX6B1"
"ARL6IP1",2.10438502303962e-05,-0.48616787708239,0.403,0.458,0.40471532763098,"ARL6IP1"
"RBM8A",1.64525376489569e-09,-0.486518681142582,0.448,0.553,3.1641520406474e-05,"RBM8A"
"RPL36AL",5.53509271699797e-27,-0.487006682682658,0.788,0.859,1.06450903133305e-22,"RPL36AL"
"SELT",5.85891668184029e-10,-0.491496397964524,0.337,0.457,1.12678685625152e-05,"SELT"
"MRPL47",9.38995940436166e-07,-0.494310581933836,0.168,0.251,0.0180587699264684,"MRPL47"
"EIF4G2",3.62463596302655e-10,-0.497524972132094,0.441,0.552,6.97089988409266e-06,"EIF4G2"
"PDCD10",2.81802159079063e-06,-0.501498455445279,0.187,0.266,0.0541961912340854,"PDCD10"
"AMD1",2.4974212716113e-05,-0.503024556292315,0.276,0.349,0.480304058956284,"AMD1"
"SNX6",2.73467677383775e-06,-0.506376933286291,0.214,0.294,0.0525933037144476,"SNX6"
"TMEM123",3.68066505289006e-06,-0.508919193084075,0.287,0.372,0.0707865502971817,"TMEM123"
"MAGOH",2.43791395009214e-06,-0.509672794056457,0.238,0.32,0.046885961088172,"MAGOH"
"PPIA",1.86430256939996e-30,-0.510274754574152,0.718,0.81,3.58542670147001e-26,"PPIA"
"MMP24-AS1",6.44120277624065e-07,-0.510618138105225,0.177,0.26,0.012387721179266,"MMP24-AS1"
"RALY",2.7728505110317e-06,-0.513150150817843,0.238,0.321,0.0533274610281617,"RALY"
"ERP29",5.00135855289158e-10,-0.513327695792802,0.382,0.486,9.61861276892108e-06,"ERP29"
"MT-CO3",1.64943101283651e-65,-0.513607072607636,0.995,0.989,3.17218572388718e-61,"MT-CO3"
"CAV1",2.37326089990158e-24,-0.515535179572242,0.539,0.299,4.56425536269073e-20,"CAV1"
"BCAP31",5.18643141040398e-08,-0.517022926280383,0.317,0.409,0.000997454488848893,"BCAP31"
"KLF4",2.83117684613712e-05,-0.517103714060992,0.382,0.455,0.54449193104909,"KLF4"
"JMJD1C",3.28652289648941e-05,-0.518176636899764,0.3,0.37,0.632064083452844,"JMJD1C"
"HIGD2A",2.04404001353429e-10,-0.520341302645836,0.383,0.496,3.93109775402914e-06,"HIGD2A"
"DBI",4.9332937015916e-11,-0.52316949908187,0.518,0.594,9.48771044690097e-07,"DBI"
"RPL28",6.93414263408786e-56,-0.524461482889701,0.982,0.981,1.33357431138778e-51,"RPL28"
"ARF5",5.43861931740791e-07,-0.530076226054996,0.18,0.265,0.0104595526712389,"ARF5"
"NDUFA12",0.00141921233107229,-0.534493539628297,0.331,0.388,1,"NDUFA12"
"MRPL54",8.52715444341811e-10,-0.539431439694465,0.21,0.322,1.63994234255817e-05,"MRPL54"
"TOP1",6.35090136930234e-06,-0.541900783345204,0.236,0.309,0.122140535134423,"TOP1"
"PABPC4",7.49169555269179e-07,-0.542438578300963,0.168,0.25,0.0144080288869369,"PABPC4"
"SH3BGRL",2.64374103731136e-10,-0.543833583767371,0.442,0.523,5.08444276295721e-06,"SH3BGRL"
"ADIPOR1",1.39015320259668e-09,-0.549077252106345,0.168,0.273,2.67354263923393e-05,"ADIPOR1"
"IFI6",0.000186091625525991,-0.549826821977939,0.239,0.289,1,"IFI6"
"PSMB3",6.12844222920246e-15,-0.552045252696914,0.441,0.573,1.17862200952022e-10,"PSMB3"
"MT-CO1",4.74742931982241e-67,-0.5540844347367,0.995,0.994,9.13025606788245e-63,"MT-CO1"
"NCOA4",2.67263869764621e-07,-0.563866383284341,0.173,0.257,0.0051400187433132,"NCOA4"
"MIEN1",2.63710566254241e-10,-0.565518740478,0.166,0.275,5.07168161020157e-06,"MIEN1"
"COPE",1.71466118746511e-14,-0.566952146455175,0.418,0.556,3.2976363957329e-10,"COPE"
"CTNNB1",6.08221388358882e-08,-0.56845847931607,0.278,0.376,0.0011697313740918,"CTNNB1"
"SELK",8.15057524471953e-10,-0.569594388637455,0.496,0.594,1.56751863106446e-05,"SELK"
"RNF181",9.00822884539129e-12,-0.570419300360135,0.305,0.432,1.73246257154565e-07,"RNF181"
"COX7B",5.42836754962528e-19,-0.573492865386364,0.509,0.64,1.04398364714393e-14,"COX7B"
"POLR1D",4.8898726756801e-10,-0.57790517210809,0.303,0.417,9.40420312986797e-06,"POLR1D"
"TCEB2",1.33530337153325e-22,-0.579815078088935,0.656,0.743,2.56805544413274e-18,"TCEB2"
"CTSC",1.08799905905435e-05,-0.580731313428096,0.392,0.436,0.209243979037333,"CTSC"
"BNIP2",6.10569834296885e-07,-0.586139475207847,0.225,0.309,0.0117424790531977,"BNIP2"
"MYL12A",1.64383196424066e-29,-0.586519655397847,0.809,0.881,3.16141763362763e-25,"MYL12A"
"BLVRA",6.23692027469613e-10,-0.587399234700339,0.171,0.277,1.19948450722956e-05,"BLVRA"
"LAMP2",1.2678777848301e-09,-0.587748416911009,0.249,0.352,2.43838255578525e-05,"LAMP2"
"ANXA1",0.000327601244290942,-0.590703526998611,0.797,0.755,1,"ANXA1"
"PRDX1",2.87914808541341e-14,-0.596519418261249,0.635,0.677,5.53717759786708e-10,"PRDX1"
"JAK1",0.000280817999153479,-0.596814267398444,0.282,0.334,1,"JAK1"
"ANXA2",2.98024369022621e-07,-0.598447470088516,0.73,0.694,0.00573160466504304,"ANXA2"
"TRAPPC1",1.26490207311385e-12,-0.599438717508616,0.342,0.472,2.43265966701257e-08,"TRAPPC1"
"WTAP",9.36126188818287e-06,-0.60180820106092,0.252,0.325,0.180035788633533,"WTAP"
"LAMTOR4",1.99374304567078e-17,-0.602413755761865,0.506,0.636,3.83436662543404e-13,"LAMTOR4"
"CSRNP1",1.01210138307405e-06,-0.602772087996241,0.243,0.325,0.0194647337992802,"CSRNP1"
"ARPC4",9.08218257577619e-12,-0.607262409377258,0.285,0.411,1.74668535297328e-07,"ARPC4"
"WDR1",2.90080212224893e-10,-0.607811823892837,0.225,0.338,5.57882264150914e-06,"WDR1"
"SERF2",6.9656135536579e-65,-0.61570576016102,0.919,0.941,1.33962679863949e-60,"SERF2"
"UQCRB",5.77598547620724e-36,-0.61628361359856,0.734,0.812,1.11083752678418e-31,"UQCRB"
"RPN1",1.50288173820299e-09,-0.616501745967386,0.219,0.323,2.89034215891199e-05,"RPN1"
"ZNF207",6.77995491484954e-10,-0.617903391976086,0.224,0.335,1.30392092922386e-05,"ZNF207"
"PAIP2",1.8789369861261e-12,-0.618371128701371,0.325,0.457,3.61357161171772e-08,"PAIP2"
"NDUFA3",1.24083171950476e-13,-0.619622653656998,0.33,0.467,2.38636756295156e-09,"NDUFA3"
"VAMP3",2.13325382844094e-07,-0.622069204056635,0.194,0.28,0.00410267376285762,"VAMP3"
"ZNHIT1",6.5871457727849e-12,-0.623069220815435,0.29,0.414,1.26683987502199e-07,"ZNHIT1"
"CHMP4B",1.80800446315705e-10,-0.62624364988991,0.219,0.332,3.47715418354364e-06,"CHMP4B"
"PTMA",1.15102947712258e-86,-0.626257640722397,0.974,0.994,2.21365989040215e-82,"PTMA"
"C14orf2",1.74396089463014e-22,-0.62914870640514,0.59,0.714,3.35398559255269e-18,"C14orf2"
"PAPOLA",3.01544176983084e-11,-0.643162368824644,0.267,0.386,5.79929761173867e-07,"PAPOLA"
"CNIH4",4.09237669831404e-12,-0.643323160961733,0.265,0.392,7.87045886619756e-08,"CNIH4"
"RNF114",3.57541865842287e-08,-0.646652624535882,0.168,0.257,0.000687624516387887,"RNF114"
"ANP32A",8.14732140964088e-09,-0.646790773746703,0.198,0.294,0.000156689285350213,"ANP32A"
"TAOK3",1.67049782922874e-07,-0.650427642129254,0.188,0.274,0.00321270142517271,"TAOK3"
"CHP1",8.565109365727e-10,-0.653320793346215,0.164,0.265,1.64724183321662e-05,"CHP1"
"TMSB4X",2.20462469438472e-68,-0.65473893171624,0.999,0.999,4.23993421224069e-64,"TMSB4X"
"HEXB",4.25634387531811e-06,-0.656667657974409,0.373,0.408,0.081858005410118,"HEXB"
"TUBB4B",3.20654118891569e-12,-0.657083281800616,0.336,0.46,6.16682001452265e-08,"TUBB4B"
"RAP1B",2.57182456216967e-08,-0.657244298441492,0.188,0.279,0.000494613299796471,"RAP1B"
"ID3",0.00822553748052265,-0.661478354288484,0.327,0.359,1,"ID3"
"C4orf3",1.61641420236095e-17,-0.662703423695045,0.431,0.586,3.10868779398058e-13,"C4orf3"
"MAP1LC3B",1.51371501609358e-18,-0.663582087933438,0.377,0.533,2.91117671895117e-14,"MAP1LC3B"
"RPS29",1.0960372863583e-71,-0.66709739279431,0.973,0.979,2.10789890912428e-67,"RPS29"
"SSNA1",5.80275891503943e-11,-0.667685954537635,0.168,0.28,1.11598659454038e-06,"SSNA1"
"IFI27L2",1.99371006568524e-08,-0.669629586600113,0.231,0.325,0.000383430319832586,"IFI27L2"
"TPT1",1.31577642280818e-97,-0.670372049185716,0.973,0.986,2.53050121634469e-93,"TPT1"
"CALM1",2.83728837957375e-24,-0.670724449507757,0.654,0.765,5.45667301159624e-20,"CALM1"
"SNRPB",1.03844694886417e-14,-0.6717735504638,0.33,0.471,1.99714117205557e-10,"SNRPB"
"UBE2A",1.7299644456722e-08,-0.672585074758035,0.166,0.258,0.000332706762191678,"UBE2A"
"COX4I1",3.38273609130501e-55,-0.675037771559311,0.79,0.872,6.50567805079779e-51,"COX4I1"
"GABARAPL1",3.19504928762278e-09,-0.67692912924679,0.3,0.397,6.14471878995613e-05,"GABARAPL1"
"AKIRIN2",6.86323001267706e-09,-0.677604689628984,0.199,0.294,0.000131993639603805,"AKIRIN2"
"MYL6",3.87831294144971e-50,-0.679429736944057,0.932,0.929,7.45877144899608e-46,"MYL6"
"PABPC1",1.0084186404216e-28,-0.68009193478288,0.687,0.768,1.93939072925881e-24,"PABPC1"
"LSM8",2.94870316714051e-12,-0.684609413646136,0.214,0.336,5.67094593104464e-08,"LSM8"
"ATP6V1G1",2.02601741726401e-29,-0.685553497671494,0.536,0.681,3.89643669688214e-25,"ATP6V1G1"
"PPP2CA",3.68512329053867e-10,-0.687196066277629,0.207,0.315,7.08722911236397e-06,"PPP2CA"
"ZFAND6",5.47190863083251e-12,-0.689644652980928,0.233,0.356,1.05235746788171e-07,"ZFAND6"
"RDX",5.09726300583374e-05,-0.693277119183331,0.247,0.312,0.980305621281944,"RDX"
"DBNL",1.62442241611664e-10,-0.694255193009876,0.158,0.263,3.12408919067553e-06,"DBNL"
"MAPRE1",2.96920610188893e-09,-0.699149975216805,0.196,0.292,5.71037717515278e-05,"MAPRE1"
"SARAF",2.17992030005596e-19,-0.700885654651512,0.559,0.664,4.19242272106762e-15,"SARAF"
"HERPUD1",5.35405200480679e-08,-0.701630848032979,0.51,0.58,0.00102969128156444,"HERPUD1"
"AVPI1",1.24730794043901e-10,-0.705602184175695,0.148,0.253,2.3988226310523e-06,"AVPI1"
"SET",3.30929352761928e-15,-0.707820878090822,0.294,0.443,6.3644333123174e-11,"SET"
"SQRDL",9.50391008422002e-12,-0.709363494550637,0.141,0.254,1.82779198739719e-07,"SQRDL"
"SDF2L1",2.46973985196566e-09,-0.720129057320739,0.164,0.261,4.74980368330035e-05,"SDF2L1"
"GNG5",5.48583202632088e-24,-0.722511268772652,0.451,0.597,1.05503521530203e-19,"GNG5"
"GTF3C6",6.36081736088622e-11,-0.723288937492892,0.174,0.283,1.22331239484564e-06,"GTF3C6"
"HSPA8",3.32375042924141e-14,-0.727343055136864,0.676,0.751,6.39223682551708e-10,"HSPA8"
"ATOX1",1.16904412878822e-12,-0.728940475328578,0.26,0.385,2.2483056684855e-08,"ATOX1"
"LIPA",4.29560770771214e-07,-0.731647967983067,0.246,0.318,0.00826131274347199,"LIPA"
"RAB5C",2.17269447316823e-15,-0.734016030724674,0.313,0.448,4.17852601079715e-11,"RAB5C"
"PCBP1",8.55396441756349e-22,-0.735575209012212,0.423,0.583,1.64509843678581e-17,"PCBP1"
"H2AFV",1.46908968139651e-09,-0.736183491395822,0.233,0.335,2.82535327526176e-05,"H2AFV"
"SNX2",4.80304083923726e-12,-0.742515489679434,0.258,0.366,9.2372081420211e-08,"SNX2"
"CYCS",6.4196435804567e-22,-0.74318772579245,0.462,0.618,1.23462585339343e-17,"CYCS"
"UBB",5.62425996342929e-43,-0.749014120148753,0.918,0.923,1.08165767616672e-38,"UBB"
"TAPBP",1.61159493166437e-11,-0.752483430621183,0.173,0.287,3.09941937257692e-07,"TAPBP"
"HES1",0.0381497547669696,-0.752890923995064,0.283,0.236,1,"HES1"
"MGST2",4.16766583027222e-13,-0.760738715806954,0.207,0.335,8.01525492477954e-09,"MGST2"
"LINC00998",6.25804414523202e-14,-0.762587367081604,0.186,0.314,1.20354705001102e-09,"LINC00998"
"M6PR",3.09652812059744e-14,-0.771659757513615,0.17,0.3,5.955242881533e-10,"M6PR"
"TXN",1.34904361990934e-24,-0.773113834835237,0.539,0.647,2.59448068980964e-20,"TXN"
"BLOC1S1",1.41703227871597e-23,-0.778775295232667,0.364,0.535,2.72523647842655e-19,"BLOC1S1"
"CAPNS1",7.467715460806e-11,-0.779272581987972,0.186,0.295,1.43619103742221e-06,"CAPNS1"
"S100A4",1.51035307056076e-12,-0.779738964365891,0.845,0.776,2.90471102530245e-08,"S100A4"
"DNAJB6",5.39695995789001e-18,-0.782939424565115,0.392,0.537,1.03794333910141e-13,"DNAJB6"
"CAPZA2",1.42113092100859e-19,-0.783228492694822,0.428,0.565,2.73311898728372e-15,"CAPZA2"
"ACTR3",1.23747264703003e-15,-0.785363283963197,0.294,0.426,2.37990739476816e-11,"ACTR3"
"FDX1",7.63792434053774e-13,-0.800686951342107,0.137,0.253,1.46892560917222e-08,"FDX1"
"CFLAR",3.59587583932177e-10,-0.803081464316793,0.274,0.371,6.91558841418362e-06,"CFLAR"
"PRELID1",3.67233587271705e-20,-0.803140549188664,0.343,0.502,7.06263635040943e-16,"PRELID1"
"PET100",2.76002253445155e-16,-0.805171417583521,0.197,0.341,5.30807533825722e-12,"PET100"
"BLOC1S2",2.76565688532316e-11,-0.806786676453139,0.158,0.265,5.31891132185351e-07,"BLOC1S2"
"SERP1",1.12067597758128e-34,-0.810627485363199,0.532,0.689,2.15528404008432e-30,"SERP1"
"TMEM160",5.83050859282463e-14,-0.811119018337068,0.188,0.318,1.12132341257203e-09,"TMEM160"
"PPP4C",3.39922881098728e-15,-0.813769956070561,0.223,0.359,6.53739684929074e-11,"PPP4C"
"CHCHD10",5.89122250094115e-19,-0.814213797748434,0.198,0.356,1.132999911381e-14,"CHCHD10"
"ENG",0.13709249247806,-0.823201376395676,0.257,0.272,1,"ENG"
"SPCS3",6.63585880449573e-15,-0.824145025338269,0.191,0.323,1.27620836528062e-10,"SPCS3"
"NFKBIA",2.94964419770599e-29,-0.825000960670773,0.767,0.853,5.67275572102816e-25,"NFKBIA"
"CBX3",2.19986350195755e-13,-0.828811795017117,0.205,0.33,4.23077748696475e-09,"CBX3"
"ETF1",3.17523392549631e-15,-0.841103542975711,0.177,0.311,6.1066098855145e-11,"ETF1"
"TGFBR2",1.16097645302344e-08,-0.842984819364078,0.17,0.256,0.000223278991445468,"TGFBR2"
"GNAI3",4.48890296257624e-13,-0.845393181131604,0.194,0.315,8.63305817762662e-09,"GNAI3"
"SAT1",4.55553144822194e-29,-0.846423298919516,0.913,0.87,8.76119808122044e-25,"SAT1"
"RHOA",1.53397477958938e-44,-0.846539222669688,0.578,0.737,2.9501402961063e-40,"RHOA"
"LAMTOR2",1.75959330450682e-19,-0.846612506635544,0.257,0.417,3.38404984322751e-15,"LAMTOR2"
"PPT1",4.47346218005276e-15,-0.849253488563529,0.259,0.385,8.60336246467748e-11,"PPT1"
"HSPE1",2.04169855854226e-26,-0.850186567800358,0.523,0.67,3.92659466778848e-22,"HSPE1"
"H2AFZ",5.35756088004306e-32,-0.852973486833496,0.529,0.687,1.03036610844988e-27,"H2AFZ"
"GPNMB",1.1601527222033e-06,-0.853229549691598,0.192,0.257,0.0223120571534139,"GPNMB"
"FBP1",0.0308205963938293,-0.854783503129125,0.297,0.315,1,"FBP1"
"HIF1A",1.26437554142807e-08,-0.855679795307368,0.231,0.312,0.000243164704127446,"HIF1A"
"CD59",0.467461429768951,-0.857196029837734,0.559,0.531,1,"CD59"
"C6orf62",4.07796141642994e-16,-0.859628447492853,0.17,0.309,7.84273539607806e-12,"C6orf62"
"CFL1",3.60822347872571e-78,-0.869802230596978,0.777,0.899,6.93933539428528e-74,"CFL1"
"IFNGR1",1.59934024741417e-11,-0.872140480237342,0.481,0.566,3.07585116382693e-07,"IFNGR1"
